sample	geoDis	latitude	longitude	country_name	state	region	site_name	elevation	countN	known	hetero	percpoly
SEEDGWAS3620	399.056534457	20.81666667	-102.7333333	Mexico	NA		TEPATITLAN	1820	358466	369520	12234	0.0331078155444901
SEEDGWAS3621	908.090494468	16.318734	-91.892968	Mexico	NA	LAS MARGARITAS	FINCA MORELIA	1486	337235	390751	17420	0.0445808200106974
SEEDGWAS3622	860.537446742	24.771032	-104.470092	Mexico	NA		SAN JUAN DEL RIO	1712	414484	313502	12410	0.0395850744173881
SEEDGWAS3623	437.188461015	22.03333333	-100.25	Mexico	NA	CIUDAD FERNANDEZ	MOJARRAS DE ABAJO	1066	386143	341843	11428	0.0334305514519823
SEEDGWAS3624	437.188461015	22.03333333	-100.25	Mexico	NA	CIUDAD FERNANDEZ	MOJARRAS DE ABAJO	1066	250978	477008	25746	0.0539739375440244
SEEDGWAS3627	1075.30575956	26.447593	-105.537833	Mexico	NA		OCAMPO	1741	307598	420388	20206	0.048065120793172
SEEDGWAS3628	357.45581732	21.253292	-100.913794	Mexico	NA		DOLORES HIDALGO	2004	317483	410503	20500	0.0499387336998755
SEEDGWAS3629	453.616723958	21.836255	-101.991028	Mexico	NA	ENCARNACION DE DIAZ	LA PUERTA DEL LLANO	1998	325472	402514	19351	0.048075346447577
SEEDGWAS3630	328.948237764	20.3333	-102.3	Mexico	NA		YURECUARO	1546	392084	335902	12613	0.0375496424552399
SEEDGWAS3632	7519.83732871	-10.7	-38.18333333	South America	NA	SERGIPE	POCO VERDE	257	349313	378673	14925	0.0394139534638065
SEEDGWAS3633	6257.46658428	-28.553929	-67.620503	South America	NA	LA RIOJA	FAMATINA, CAMPANAS	1638	316780	411206	13375	0.0325262763675627
SEEDGWAS3636	152.138862186	18.76666667	-98.98333333	Mexico	NA		AYALA	1213	311294	416692	21107	0.0506537202538086
SEEDGWAS3638	426.996217876	20.46666667	-103.45	Mexico	NA	TLAJOMULCO DE ZUNIGA	LAS LOMAS DE TEJADA	1606	315272	412714	18994	0.0460221848544028
SEEDGWAS3639	388.228222452	21.213333	-101.924964	Mexico	NA	VILLA OBREGON	LA TAPONA	1868	396887	331099	12441	0.0375748643155068
SEEDGWAS3640	108.031550596	18.610168	-99.371959	Mexico	NA		AMACUZAC	990	376862	351124	14095	0.0401425137558242
SEEDGWAS3641	851.278624656	24.50251	-104.760042	Mexico	NA	CANATLAN	ARNULFO R. YANEZ	1946	374777	353209	12775	0.0361683875552435
SEEDGWAS3644	502.367239414	22.13333333	-102.4166667	Mexico	NA		SAN JOSE DE GARCIA	2031	253273	474713	27248	0.0573988915407836
SEEDGWAS3646	837.325872534	25.593257	-101.088511	Mexico	NA	RAMOS ARIZPE	GRANJA EL CARMEN	1340	392648	335338	11804	0.0352003053635436
SEEDGWAS3647	405.08766867	20.5	-103.15	Mexico	NA		JUANACATLAN	1589	385312	342674	8308	0.0242446173330921
SEEDGWAS3651	379.908213778	21.337298	-99.078377	Mexico	NA	XILITLA	SOLEDAD ZARAGOZA	1375	352925	375061	13646	0.0363834149644991
SEEDGWAS3652	6382.98830924	-29.424059	-66.796452	South America	NA	LA RIOJA	LA RAMADA, GRAL. JUAN FACUNDO QUIROGA	445	367997	359989	11551	0.0320870915500196
SEEDGWAS3653	504.786110608	22.160244	-102.411485	Mexico	NA		SAN JOSE DE GRACIA	2056	439043	288943	9623	0.0333041464925608
SEEDGWAS3654	406.523540109	20.71666667	-97.53333333	Mexico	NA	TIHUATLAN	PUEBLO VIEJO	98	292210	435776	19798	0.045431597885152
SEEDGWAS3655	85.107562359	18.272733	-99.458144	Mexico	NA		TEPECOACUILCO	864	347548	380438	14150	0.0371939711595582
SEEDGWAS3656	584.526367032	21.221061	-104.739704	Mexico	NA	SAN PEDRO LAGUNILLAS	SAN PEDRO LAGUNILLAS	1284	336113	391873	17561	0.0448129878812779
SEEDGWAS3657	584.526367032	21.221061	-104.739704	Mexico	NA	SAN PEDRO LAGUNILLAS	SAN PEDRO LAGUNILLAS	1284	378425	349561	11198	0.032034466087464
SEEDGWAS3658	552.953209131	21.063194	-104.486205	Mexico	NA		AHUACATLAN	1007	255324	472662	22869	0.0483834114018051
SEEDGWAS3659	59.2325886148	18.4	-99.78	Mexico	NA	IXCATEOPAN DE CUAUHTEM	SAN MARTIN PACHIVIA (PACHIVIA)	1333	296175	431811	21517	0.0498296708513678
SEEDGWAS3660	6372.1487643	-30	-67.83333333	South America	NA	LA RIOJA	AGUADITA	1491	333334	394652	13036	0.0330316329323049
SEEDGWAS367	6931.35085228	-22.105321	-51.488565	South America	NA	SAO PAULO	ALVARES MACHADO	443	346063	381923	12438	0.0325667739308709
SEEDGWAS3675	7069.95085468	-26.035028	-53.076765	South America	NA	PARANA	FRANCISCO BELTRAO	555	519319	208667	4804	0.0230223274403715
SEEDGWAS3676	7082.17044148	-26.75	-53.57	South America	NA	SANTA CATARINA	SAO MIGUEL DO ESTE	588	360513	367473	14213	0.0386776715568219
SEEDGWAS368	1173.47985316	20.204528	-89.286389	Mexico	NA		TEKAX	36	394136	333850	9763	0.0292436723079227
SEEDGWAS3682	403.195004066	21.368926	-101.914332	Mexico	NA	LAGOS DE MORENO	LAGOS DE TAMPICO	1877	414299	313687	10052	0.0320446814818593
SEEDGWAS3683	292.731441649	20.7	-99.8	Mexico	NA		CADEREYTA	2039	308952	419034	20385	0.0486476037743954
SEEDGWAS3687	223.33893952	19.329278	-98.565183	Mexico	NA	TEXMELUCAN	TLAHUAPAN	2605	405154	322832	12179	0.0377255042870595
SEEDGWAS3690	839.653581106	16.714786	-92.457989	Mexico	NA		HUIXTAN	1962	356906	371080	14736	0.0397111135065215
SEEDGWAS3692	169.445805614	18.97355	-98.92574	Mexico	NA		TEPETLIXPITA	1866	341123	386863	16831	0.0435063575477624
SEEDGWAS3693	82.6514092062	18.830437	-100.100316	Mexico	NA		LLANO GRANDE	1199	255259	472727	27464	0.058096956594398
SEEDGWAS3694	1374.62409677	28.55	-107.4666667	Mexico	NA		CIUDAD GUERRERO	2067	333177	394809	17657	0.044722891322133
SEEDGWAS3696	367.665227887	17.76666667	-96.78333333	Mexico	NA		SANTA MARIA PAPALO	1860	314899	413087	20669	0.0500354646841949
SEEDGWAS3697	367.665227887	17.76666667	-96.78333333	Mexico	NA		SANTA MARIA PAPALO	1860	344505	383481	16537	0.0431233881209239
SEEDGWAS3698	1395.96837319	28.2	-108.3833333	Mexico	NA	OCAMPO	RANCHO MIGUEL	1886	343194	384792	15014	0.0390184827127383
SEEDGWAS3699	1196.45185393	26.83333333	-107.0666667	Mexico	NA	GUACHOCHIC	AGUA BLANCA	2411	406014	321972	11723	0.0364099983849527
SEEDGWAS3700	1432.98933648	28.96666667	-107.8333333	Mexico	NA	MUNICIPIO TEMOSACHIC	TOCOMOLOCHIC	1870	325900	402086	20659	0.051379555617455
SEEDGWAS3701	1119.46936074	26.03333333	-106.95	Mexico	NA	GUADALUPE Y CALVO	HACIENDA MARIQUETA	2586	448107	279879	8033	0.0287016889441509
SEEDGWAS3702	1119.46936074	26.03333333	-106.95	Mexico	NA	GUADALUPE Y CALVO	NOBOGAME	2586	430258	297728	10388	0.0348909071367154
SEEDGWAS3704	1119.46936074	26.03333333	-106.95	Mexico	NA	GUADALUPE Y CALVO	NOBOGAME	2586	271625	456361	23133	0.0506901334688985
SEEDGWAS3705	983.277008568	25.33333333	-105.7333333	Mexico	NA	TEPEHUANES	FELO CARRETERA DURANGO	1816	359846	368140	12647	0.0343537784538491
SEEDGWAS3706	798.540418143	23.972408	-104.682259	Mexico	NA	MUNICIPIO DE DURANGO	EJIDO 18 DE MARZO	1889	387314	340672	13715	0.0402586652263761
SEEDGWAS3708	580.318430958	22.3	-103.55	Mexico	NA		MONTE ESCOBEDO	2190	246513	481473	28399	0.0589835774799418
SEEDGWAS3709	677.545209897	23.63333333	-102.9833333	Mexico	NA	MUNICIPIO RIO GRANDE	LA NUEVA ROSITA	2126	370897	357089	13916	0.0389706767780581
SEEDGWAS3710	222.820769664	19.268596	-98.523863	Mexico	NA		SAN SALVADOR EL VERDE	2438	395096	332890	11624	0.0349184415272312
SEEDGWAS3711	222.820769664	19.268596	-98.523863	Mexico	NA		SAN SALVADOR EL VERDE	2438	472106	255880	6832	0.0267000156323277
SEEDGWAS3712	222.820769664	19.268596	-98.523863	Mexico	NA		SAN SALVADOR EL VERDE	2438	380933	347053	13611	0.0392187936712836
SEEDGWAS3713	230.477649738	19.33333333	-98.48333333	Mexico	NA		SAN MATIAS TLALANCALECA	2355	409205	318781	10740	0.0336908410476158
SEEDGWAS3714	226.525814387	19.15	-98.4	Mexico	NA		HUEJOTZINGO	2283	454121	273865	8442	0.030825406678473
SEEDGWAS3715	223.49004733	19.33333333	-98.56666667	Mexico	NA		SANTA RITA TLAHUAPAN	2593	317758	410228	19563	0.047688114901957
SEEDGWAS3716	986.107028681	24.892673	-106.384789	Mexico	NA	TOPIA	VASCO GIL	1174	320570	407416	20061	0.0492395978557543
SEEDGWAS3717	224.602763935	19.81666667	-99.11666667	Mexico	NA		ZUMPANGO	2259	314989	412997	18682	0.0452351954130417
SEEDGWAS3718	212.601983363	19.552262	-98.928459	Mexico	NA		SAN SALVADOR ATENCO	2245	256414	471572	25577	0.0542377410024344
SEEDGWAS3720	275.098121783	20.13333333	-98.75	Mexico	NA		PACHUCA	2449	331638	396348	17828	0.044980673549507
SEEDGWAS3721	239.803638936	19.71666667	-98.73333333	Mexico	NA		OTUMBA	2371	369723	358263	14092	0.0393342321143964
SEEDGWAS3722	201.082883578	19.41666667	-98.93333333	Mexico	NA		CHICOLOAPAN	2243	345896	382090	16671	0.0436310816823262
SEEDGWAS3723	222.963326048	19.58333333	-98.81666667	Mexico	NA		TEPETLAOXTOC	2328	346113	381873	13615	0.0356532145503872
SEEDGWAS3724	239.780932041	19.578317	-98.583348	Mexico	NA		CALPULALPAN	2608	326508	401478	12055	0.0300265518907636
SEEDGWAS3725	239.780932041	19.578317	-98.583348	Mexico	NA		CALPULALPAN	2608	312999	414987	18692	0.0450423748213799
SEEDGWAS3726	4999.47072968	-17.1	-71.76666667	South America	NA	AREQUIPA	COCACHACRE	62	305113	422873	12650	0.0299144187498374
SEEDGWAS3727	3323.6088027	8.706968	-70.996413	Central America	NA		ESCAGUEY	2406	308944	419042	16448	0.0392514354169749
SEEDGWAS3728	231.357739103	19.091228	-98.31206	Mexico	NA		CHOLULA	2168	377175	350811	12407	0.0353666219132239
SEEDGWAS373	3212.80518304	7.827287	-72.453725	Central America	NA		SAN ANTONIO DE TACHIRA	401	341179	386807	15024	0.0388410757819791
SEEDGWAS3730	1023.81398246	15.01666667	-91.18333333	Central America	NA	QUICHE	LA CUMBRE SAN LUCAS TOLIMAN	1994	239719	488267	23434	0.0479942326636861
SEEDGWAS3731	101.778939895	18.969661	-99.943026	Mexico	NA	TOLUCA	TLACOTEPEC	2702	312403	415583	15693	0.0377614098748024
SEEDGWAS3733	729.044266936	23.739833	-103.832054	Mexico	NA	SOMBRERETE	VILLA INSURGENTES (EL CALABAZAL)	2179	464434	263552	5656	0.021460660514813
SEEDGWAS3734	1354.41652086	14.33333333	-88.16666667	Central America	NA	INTIBUCA	LA ESPERANZA	1755	317664	410322	18024	0.0439264772544489
SEEDGWAS3735	213.734585549	19.51666667	-101.6166667	Mexico	NA		PATZCUARO	2169	280139	447847	24426	0.0545409481363055
SEEDGWAS3736	326.825558261	19.479844	-97.500186	Mexico	NA		TEPEYEHUALCO DE HIDALGO	2331	292111	435875	20662	0.0474034987094924
SEEDGWAS3737	268.414786431	19.43333333	-98.11666667	Mexico	NA		TETLA	2424	318546	409440	20766	0.0507180539273154
SEEDGWAS3739	351.143201702	19.8333333	-97.45	Mexico	NA		ATEMPA	1978	327067	400919	13553	0.0338048333952744
SEEDGWAS3740	443.180596432	21.88333333	-101.5833333	Mexico	NA	OJUELOS DE JALISCO	RANCHO SAN JORGE	2213	337474	390512	18599	0.0476272176015078
SEEDGWAS3742	210.356778656	19.73333333	-99.23333333	Mexico	NA	TEPOTZOTLAN	EL ROSARIO	2392	292390	435596	21253	0.0487906225034206
SEEDGWAS3744	341.610546336	19.86666667	-97.58333333	Mexico	NA		ZACAPOAXTLA	1837	424425	303561	6672	0.0219791079881803
SEEDGWAS3745	326.825558261	19.479844	-97.500186	Mexico	NA		TEPEYEHUALCO DE HIDALGO	2331	293311	434675	21137	0.0486271352159659
SEEDGWAS3746	341.610546336	19.86666667	-97.58333333	Mexico	NA		ZACAPOAXTLA	1837	326546	401440	16082	0.0400607811877242
SEEDGWAS3748	5805.57446674	-20.266687	-64.083629	South America	NA	CHUQUISACA	HERNANDO SILES	1244	329507	398479	12276	0.03080714416569
SEEDGWAS3750	248.555273851	19.88333333	-98.81666667	Mexico	NA		TEZONTEPEC	2334	383573	344413	13156	0.0381983258471661
SEEDGWAS3751	348.137953076	20.53333333	-102.3333333	Mexico	NA	AYO EL CHICO	MESA DE MENDEZ	1602	366378	361608	14236	0.0393685980398664
SEEDGWAS3753	298.617281068	19.15	-97.63333333	Mexico	NA		SAN SALVADOR EL SECO	2372	412101	315885	11028	0.0349114392896149
SEEDGWAS3754	4660.30762022	-14.301953	-73.235963	South America	NA	AYMARAES	CHALHUANCA	2933	332698	395288	8208	0.0207646070712999
SEEDGWAS3756	1465.87298634	29.375447	-107.74083	Mexico	NA		GOMEZ FARIAS	2162	335314	392672	17765	0.0452413210007334
SEEDGWAS3757	326.825558261	19.479844	-97.500186	Mexico	NA		TEPEYEHUALCO DE HIDALGO	2331	316516	411470	19270	0.0468320898242885
SEEDGWAS3758	310.463397483	19.366031	-97.613864	Mexico	NA		ORIENTAL	2354	377127	350859	14474	0.0412530389700706
SEEDGWAS376	3634.42729116	10.176282	-67.461732	Central America	NA		CAGUA	459	360899	367087	13036	0.0355120175871115
SEEDGWAS3762	323.230561633	19.583333	-97.6	Mexico	NA		CUYOACO	2418	329054	398932	17827	0.0446868137928268
SEEDGWAS3763	341.610546336	19.86666667	-97.58333333	Mexico	NA		ZACAPOAXTLA	1837	278929	449057	22151	0.0493278136183157
SEEDGWAS3765	913.869850823	15.43333333	-92.11666667	Mexico	NA		AMATENANGO DE LA FRONTERA	994	289826	438160	18351	0.0418819609275151
SEEDGWAS3767	315.154336431	19.11666667	-97.45	Mexico	NA		TLACHICHUCA	2553	449802	278184	7929	0.0285027176257441
SEEDGWAS3768	233.565020905	20.186136	-100.507082	Mexico	NA	JERECUARO	ESTANZUELA DE ROMERO	2013	444215	283771	8614	0.030355462679414
SEEDGWAS3769	406.638313865	21.410256	-101.89888	Mexico	NA	LAGOS DE MORENO	LA CANTERA	1884	330785	397201	15484	0.0389827820171651
SEEDGWAS3770	440.511505529	21.88333333	-101.5	Mexico	NA	OJUELOS DE JALISCO	LA PAZ	2228	358488	369498	14185	0.0383899236261089
SEEDGWAS3771	406.638313865	21.410256	-101.89888	Mexico	NA	LAGOS DE MORENO	LA CANTERA	1884	324295	403691	18435	0.0456661159153907
SEEDGWAS3772	345.309857294	19.972572	-97.620559	Mexico	NA		XOCHITLAN DE ROMERO RUBIO	1089	332709	395277	16517	0.0417858868590887
SEEDGWAS3774	209.851657461	19.723377	-101.261646	Mexico	NA	MORELIA	LA QUEMADA	2231	335264	392722	18485	0.0470689189808567
SEEDGWAS3775	205.685657779	19.678903	-101.262774	Mexico	NA	MORELIA	SAN LORENZO ITZICUARO	1889	301658	426328	21820	0.0511812501172806
SEEDGWAS3776	344.04295982	21.141034	-99.631435	Mexico	NA		PINAL DE AMOLES	2247	383526	344460	12752	0.0370202636009987
SEEDGWAS3777	205.685657779	19.678903	-101.262774	Mexico	NA	MORELIA	SAN LORENZO ITZICUARO	1889	223462	504524	32287	0.0639949734799534
SEEDGWAS3778	406.638313865	21.410256	-101.89888	Mexico	NA	LAGOS DE MORENO	LA CANTERA	1884	315043	412943	20145	0.0487839726063888
SEEDGWAS3779	509.636628123	22.231913	-102.362002	Mexico	NA	RINCON DE RAMOS	LA MOJONERA,LA ESCALERA	2052	242028	485958	29617	0.0609455961214755
SEEDGWAS3780	850.130283539	24.516667	-104.716667	Mexico	NA		CANATLAN	1936	516506	211480	4958	0.0234442973330811
SEEDGWAS3782	442.287746691	21.435587	-102.549726	Mexico	NA		TEOCALTICHE	1780	339132	388854	16564	0.0425969644133788
SEEDGWAS3783	249.441956291	19.321451	-98.255482	Mexico	NA		SANTA CRUZ TLAXCALA	2230	327936	400050	19004	0.047504061992251
SEEDGWAS3786	1461.35149611	29.35	-107.7	Mexico	NA	GOMEZ FARIAS	VALENTIN GOMEZ FARIAS	2180	430674	297312	9565	0.0321715907867829
SEEDGWAS3787	813.763524685	24.470342	-104.120767	Mexico	NA		GUADALUPE VICTORIA	2030	340086	387900	14844	0.0382675947409126
SEEDGWAS3790	298.138636534	19.18333333	-102.8333333	Mexico	NA		TEPALCATEPEC	364	257870	470116	23876	0.0507874652213496
SEEDGWAS3794	298.138636534	19.18333333	-102.8333333	Mexico	NA		TEPALCATEPEC	364	336681	391305	11252	0.0287550631860058
SEEDGWAS3795	341.26068752	17.96666667	-97.01666667	Mexico	NA		TECOMAVACA	650	426958	301028	9225	0.0306449898348326
SEEDGWAS3796	341.26068752	17.96666667	-97.01666667	Mexico	NA		TECOMAVACA	650	417615	310371	9544	0.0307502956139588
SEEDGWAS3798	309.207725185	20.119105	-102.268729	Mexico	NA		LA NOPALERA	1579	385991	341995	10738	0.0313981198555534
SEEDGWAS3799	333.909404457	18.12723	-97.081927	Mexico	NA		TEOTITLAN DEL CAMINO	981	372659	355327	12797	0.0360147132078339
SEEDGWAS38	396.443994088	20.43027778	-97.382222	Mexico	NA	PAPANTLA DE OLARTE	EL TAJIN	109	416468	311518	6575	0.0211063245141533
SEEDGWAS3800	1525.02891049	28.975149	-109.395459	Mexico	NA		BACANORA	454	370996	356990	13757	0.0385360934479957
SEEDGWAS3803	1614.23756705	29.799589	-109.69121	Mexico	NA		MOCTEZUMA	633	442733	285253	9103	0.0319120219594535
SEEDGWAS3804	536.266174322	22.846632	-99.318806	Mexico	NA	OCAMPO	RANCHO NUEVO	343	411304	316682	8919	0.028163899432238
SEEDGWAS3806	396.721560742	21.426842	-98.869208	Mexico	NA		VILLA TERRAZAS (AXTLA DE TERRAZAS)	95	464634	263352	6139	0.0233110058021204
SEEDGWAS3809	1131.28720382	28.26979	-100.726374	Mexico	NA	MUNICIPIO VILLA UNION	HACIENDA LA ALEGRIA	356	348358	379628	14366	0.0378423087864963
SEEDGWAS3810	1139.9882992	28.3461111	-100.7757778	Mexico	NA	MUNICIPIO VILLA UNION	LA GALERA	349	384045	343941	11506	0.0334534120677674
SEEDGWAS3811	848.847420024	25.677925	-99.21347	Mexico	NA		LAS CHAPENAS CHINA	146	367784	360202	13246	0.0367738102509148
SEEDGWAS3813	1625.15710513	29.43544	-110.367266	Mexico	NA		URES	390	259782	468204	26622	0.0568598303303688
SEEDGWAS3816	1147.85584705	28.41666667	-100.7833333	Mexico	NA	MUNICIPIO NAVA	EL TORO	329	374751	353235	13110	0.0371141025096607
SEEDGWAS3818	1625.15710513	29.43544	-110.367266	Mexico	NA		URES	390	369819	358167	15944	0.0445155472168011
SEEDGWAS3819	1157.93146404	28.5	-100.933333	Mexico	NA	ZARAGOZA	RANCHO EL CANAL	362	471967	256019	5477	0.0213929434924752
SEEDGWAS3820	388.045756998	21.383876	-98.984003	Mexico	NA		XILITLA	580	318012	409974	14868	0.0362657144111578
SEEDGWAS3821	1097.98660641	27.911915	-101.501568	Mexico	NA	MUZQUIS	PALOMAS	446	353541	374445	13784	0.0368118148192658
SEEDGWAS3822	1157.9314659	28.5	-100.9333333	Mexico	NA	MUNICIPIO ZARAGOZA	RANCHO TAMEZ	362	528945	199041	3974	0.0199657357026944
SEEDGWAS3823	854.483018078	25.733256	-99.25032	Mexico	NA		PASO DE LAS CABRAS CHINA	142	324678	403308	16207	0.0401851686552213
SEEDGWAS3824	536.266174322	22.846632	-99.318806	Mexico	NA	OCAMPO	RANCHO NUEVO	343	281667	446319	22006	0.0493055415521186
SEEDGWAS3825	988.386955912	26.91229	-101.543284	Mexico	NA		EJIDO CIENEGAS	606	467413	260573	6203	0.0238052292447798
SEEDGWAS3826	1168.95338319	28.601005	-100.903254	Mexico	NA	MUNICIPIO ZARAGOZA	RANCHO SANTA FE	339	395467	332519	9948	0.0299170874446272
SEEDGWAS3827	830.821443624	25.573728	-100.063425	Mexico	NA	CADEREYTA JIMENEZ	SAN ANGEL	385	468208	259778	6116	0.0235431791760657
SEEDGWAS3828	384.91462515	21.26317	-98.746052	Mexico	NA	TAMAZUNCHALE	RANCHERIA EL SOL	154	299085	428901	13688	0.0319141247047687
SEEDGWAS3829	1633.39472389	28.577104	-111.497682	Mexico	NA	CAJEME	EJIDO BUENAVISTA	26	393252	334734	9026	0.0269646943543231
SEEDGWAS3830	634.804088103	23.711674	-99.10357	Mexico	NA		CIUDAD VICTORIA	316	286186	441800	16788	0.037999094612947
SEEDGWAS3831	675.46306482	24.08333333	-99.1	Mexico	NA	PADILLA	EL BARRETAL	192	402550	325436	9320	0.0286385034231001
SEEDGWAS3832	705.843714073	24.408973	-99.460659	Mexico	NA	VILLAGRAN	PURISIMA FLORENA	348	335341	392645	14065	0.0358211616090871
SEEDGWAS3833	7180.53901095	-20.53333333	-47.4	South America	NA	SAO PAULO	FRANCA	982	403188	324798	7535	0.0231990344768133
SEEDGWAS3836	7500.48801322	-12.43333333	-39.21666667	South America	NA	BAHIA	LIONEL SILVA CA. SO. ESTEVAM	208	323278	404708	13728	0.0339207527402473
SEEDGWAS3837	7472.56527922	-12.438138	-39.505062	South America	NA	BAHIA	SACO DE PARATIGI CA. PARATIGI	231	297394	430592	19228	0.0446548008323424
SEEDGWAS3838	7186.29410494	-11.3	-41.86666667	South America	NA	BAHIA	IRECE	723	403118	324868	8823	0.0271587229274659
SEEDGWAS3839	7307.25062574	-8.066666667	-39.1	South America	NA	PERNAMBUCO	ANIL CA. SALGUEIRO	429	389987	337999	9404	0.0278225675223891
SEEDGWAS3840	7190.94059535	-21.78333333	-48.16666667	South America	NA	SAO PAULO	ARARAQUARA	675	335623	392363	13055	0.0332727601736147
SEEDGWAS3841	6751.55430379	-25.916667	-57.15	South America	NA	PARAGUARI	ACAHAY	158	348469	379517	11321	0.0298300207895825
SEEDGWAS3842	7594.03650306	-20.75	-42.86666667	South America	NA	MINAS GERAIS	VICOSA	701	341145	386841	13251	0.0342543835839531
SEEDGWAS3845	7245.4283886	-27.616667	-52.233333	South America	NA	RIO GRANDE DO SUL	ERECHIM	713	437062	290924	7138	0.0245356175496006
SEEDGWAS3846	7322.62686746	-29.083933	-52.577322	South America	NA	RIO GRANDE DO SUL	BARROS	650	504896	223090	5362	0.0240351427674929
SEEDGWAS3848	7177.0351026	-28.528013	-53.997745	South America	NA	RIO GRANDE DO SUL	DR. PESTANA	405	396190	331796	10189	0.0307086281932272
SEEDGWAS3849	7173.90872875	-28.366667	-53.883333	South America	NA	RIO GRANDE DO SUL	IJUI	302	300168	427818	18273	0.0427120878504411
SEEDGWAS3850	7137.61802111	-27.9431	-53.96135	South America	NA	RIO GRANDE DO SUL	CHIAPETA	414	355058	372928	13129	0.0352051870602368
SEEDGWAS3853	7310.59868584	-29.332224	-52.976335	South America	NA	RIO GRANDE DO SUL	SEGREDO	345	352027	375959	12049	0.0320487074388431
SEEDGWAS3854	7440.3122567	-31.494769	-53.340291	South America	NA	RIO GRANDE DO SUL	MADEIRA	399	350425	377561	10336	0.0273757088258586
SEEDGWAS3855	7560.40510568	-30.385271	-50.619718	South America	NA	RIO GRANDE DO SUL	LAGEADO BONITO	2	397657	330329	8172	0.0247389723578614
SEEDGWAS3856	7157.07239137	-28.263266	-54.009359	South America	NA	RIO GRANDE DO SUL	CATUIPE	310	358931	369055	14140	0.0383140724282289
SEEDGWAS3857	7129.15247102	-28.294527	-54.415499	South America	NA	RIO GRANDE DO SUL	BURITI	257	410572	317414	9029	0.028445500198479
SEEDGWAS3858	7137.61802111	-27.9431	-53.96135	South America	NA	RIO GRANDE DO SUL	CHIAPETA	414	365674	362312	9689	0.0267421448916956
SEEDGWAS3859	7157.07239137	-28.263266	-54.009359	South America	NA	RIO GRANDE DO SUL	CATUIPE	310	455162	272824	6548	0.0240008210421371
SEEDGWAS3860	7157.07239137	-28.263266	-54.009359	South America	NA	RIO GRANDE DO SUL	CATUIPE	310	345655	382331	13006	0.0340176443971323
SEEDGWAS3861	7129.697617	-27.899063	-54.02485	South America	NA	RIO GRANDE DO SUL	S. J. INHACORA	432	379945	348041	11085	0.0318496958691648
SEEDGWAS3862	7129.15247102	-28.294527	-54.415499	South America	NA	RIO GRANDE DO SUL	BURITI	257	275419	452567	22625	0.049992597781102
SEEDGWAS3864	7211.85319644	-21.307837	-47.582481	South America	NA	SAO PAULO	SERRA AZUL	643	344252	383734	15483	0.0403482620773765
SEEDGWAS3865	7394.65619189	-23.1	-46.733333	South America	NA	SAO PAULO	JARINU	788	228928	499058	27249	0.0546008680353787
SEEDGWAS3866	796.765426347	25.266127	-100.020045	Mexico	NA		ALLENDE	457	398189	329797	10998	0.033347786668769
SEEDGWAS3867	1155.77262471	28.48099	-100.925115	Mexico	NA	MUNICIPIO ZARAGOZA	PASO DE TIO PIO	361	402056	325930	10369	0.0318135796029822
SEEDGWAS3868	1131.28720382	28.26979	-100.726374	Mexico	NA	MPIO. VILLA UNION	HACIENDA LA ALEGRIA	356	349978	378008	13240	0.0350257137415081
SEEDGWAS3869	51.1846881072	18.35	-100.65	Mexico	NA	CIUDAD ALTAMIRANO	PUNGARABATO	245	310854	417132	12901	0.0309278597662131
SEEDGWAS3870	395.263839467	21.635442	-99.836545	Mexico	NA		SAN CIRO	936	349788	378198	12538	0.0331519468638121
SEEDGWAS3871	7137.61802111	-27.9431	-53.96135	South America	NA	RIO GRANDE DO SUL	CHIAPETA	414	163979	564007	30459	0.0540046488784714
SEEDGWAS3872	1157.9314659	28.5	-100.9333333	Mexico	NA	MUNICIPIO ZARAGOZA	RANCHO TAMEZ	362	327128	400858	11134	0.0277754217204097
SEEDGWAS3873	7144.05193254	-28.365057	-54.283493	South America	NA	RIO GRANDE DO SUL	ENTRE IJUIS	250	293081	434905	13486	0.0310090709465286
SEEDGWAS3874	836.940382294	25.629185	-100.082949	Mexico	NA		VILLA DE JUAREZ	387	396304	331682	7174	0.0216291508131282
SEEDGWAS3875	474.423144731	15.75	-96.51666667	Mexico	NA	TONAMETECA	BARRIO LA FLORIDA	85	390461	337525	11667	0.034566328420117
SEEDGWAS3876	305.646160947	16.343416	-98.026611	Mexico	NA	PINOTEPA NACIONAL	RANCHO VIEJO	187	323517	404469	17682	0.0437165765485117
SEEDGWAS3877	278.526069996	16.81	-97.99	Mexico	NA	SANTA MARIA ZACATEPEC	EL TAPANCO	402	403933	324053	10804	0.0333402252100737
SEEDGWAS3879	273.929507215	16.63333333	-98.16666667	Mexico	NA	CACAHUATEPEC	RANCHO CASTILLO	481	310294	417692	17880	0.0428066613677063
SEEDGWAS3881	588.186410547	20.31666667	-105.3333333	Mexico	NA		EL TUITO DE SAN PEDRO	655	346547	381439	16527	0.0433280288591361
SEEDGWAS3882	588.186410547	20.31666667	-105.3333333	Mexico	NA		EL TUITO DE SAN PEDRO	655	468406	259580	7570	0.0291624932583404
SEEDGWAS3883	588.186410547	20.31666667	-105.3333333	Mexico	NA		EL TUITO DE SAN PEDRO	655	582139	145847	1983	0.0135964401050416
SEEDGWAS3884	588.186410547	20.31666667	-105.3333333	Mexico	NA		EL TUITO DE SAN PEDRO	655	352354	375632	15102	0.0402042424500575
