sample	geoDis	latitude	longitude	country_name	state	region	site_name	elevation	countN	known	hetero	percpoly
SEEDGWAS2052	7157.07239137	-28.263266	-54.009359	South America	NA	RIO GRANDE DO SUL	CATUIPE	310	456742	271244	7457	0.0274918523543378
SEEDGWAS2053	7157.07239137	-28.263266	-54.009359	South America	NA	RIO GRANDE DO SUL	CATUIPE	310	310561	417425	14653	0.0351033119722106
SEEDGWAS2057	7450.53204565	-23.31666667	-46.23333333	South America	NA	SAO PAULO	SANTA ISABEL	701	305196	422790	19222	0.0454646514818231
SEEDGWAS2058	7184.407311	-21.16666667	-47.8	South America	NA	SAO PAULO	RIBEIRAO PRETO	546	302886	425100	18037	0.0424300164667137
SEEDGWAS2059	7042.80292424	-21.63582	-49.797833	South America	NA	SAO PAULO	GUAICARA	459	317848	410138	14616	0.0356367856672632
SEEDGWAS206	2486.60691002	9.166666667	-79.1	Central America	NA	Central America	IPETI RESERVA INDIGENA CHEPO	22	416387	311599	7962	0.0255520717332212
SEEDGWAS2061	7500.48801322	-12.43333333	-39.21666667	South America	NA	BAHIA	SANTO ESTEVAO	208	320848	407138	17330	0.0425654200786957
SEEDGWAS2065	7304.30571605	-21.83333333	-46.88333333	South America	NA	SAO PAULO	VARGEM GRANDE DO SUL	720	375206	352780	12472	0.035353478088327
SEEDGWAS2069	7183.210691	-28.461223	-53.849834	South America	NA	RIO GRANDE DO SUL	ALTO UNIAO	400	289669	438317	17062	0.0389261653095819
SEEDGWAS207	2423.2631759	7.916666667	-80.41666667	Central America	NA	LOS SANTOS	LA HONDA	33	314595	413391	17066	0.0412829500400347
SEEDGWAS2070	7145.54529059	-28.166197	-54.070144	South America	NA	RIO GRANDE DO SUL	COLONIA ALMAS	323	322567	405419	14154	0.0349120292832847
SEEDGWAS2071	7404.04458524	-27.742227	-50.29311	South America	NA	SANTA CATARINA	LAGES	939	277740	450246	19326	0.042923201982916
SEEDGWAS2073	315.337345806	18.797803	-103.142683	Mexico	NA	COALCOMAN	EL RINCON	1040	339231	388755	14099	0.0362670576584224
SEEDGWAS2075	621.813812186	16.58333333	-94.6	Mexico	NA	NILTEPEC	RIO GRANDE	74	318609	409377	14874	0.0363332576085124
SEEDGWAS2077	366.176936526	18.6781	-103.661841	Mexico	NA	COAHUAYANA	EL RANCHITO	23	291686	436300	19154	0.0439009855603942
SEEDGWAS2078	368.089405467	18.75	-103.666667	Mexico	NA		COAHUAYANA	23	355435	372551	14501	0.0389235299328146
SEEDGWAS2079	249.526235443	19.08164	-102.373599	Mexico	NA		APATZINGAN	302	298775	429211	18339	0.0427272367204009
SEEDGWAS208	2435.04813413	8.581789	-79.924861	Central America	NA	Central America	CABUYA CHAME	49	337938	390048	14634	0.0375184592665518
SEEDGWAS2080	190.248673418	18.96666667	-101.8	Mexico	NA		LA HUACANA	518	359300	368686	15626	0.0423829491762638
SEEDGWAS2081	144.505571932	17.97833333	-101.605	Mexico	NA		VALLECITO	442	292698	435288	17389	0.0399482641377663
SEEDGWAS2084	400.198859962	21.399889	-98.712616	Mexico	NA		TAMPACAN	298	283211	444775	19617	0.0441054465741105
SEEDGWAS2087	426.523620429	21.28333333	-97.96666667	Mexico	NA	CHONTLA	EL NARANJAL	150	346294	381692	14521	0.0380437630340694
SEEDGWAS209	2531.05842306	20.3	-76.21666667	Central America	NA	ORIENTE	VENTA DE CASANOVA CONTRAMAESTRE	102	448348	279638	8035	0.0287335769816692
SEEDGWAS2092	727.263227645	22.36666667	-105.5333333	Mexico	NA		EJIDO DE QUIMICHIS	7	364129	363857	12308	0.033826475785817
SEEDGWAS2093	726.156511615	22.431118	-105.460404	Mexico	NA	TECUALA	EJIDO MILPAS VIEJAS	8	472712	255274	5145	0.0201548140429499
SEEDGWAS2096	461.803948913	22.01666667	-98.76666667	Mexico	NA		EJIDO TAMUIN	21	463746	264240	5891	0.0222941265516197
SEEDGWAS2097	431.795860491	21.18333333	-97.73333333	Mexico	NA		CERRO AZUL	126	328945	399041	14868	0.0372593292418574
SEEDGWAS2098	742.161371815	16.76666667	-93.38333333	Mexico	NA		OCOZOCOAUTLA	812	360449	367537	12765	0.0347311971311732
SEEDGWAS2099	1109.93931002	20.579844	-89.986872	Mexico	NA		MAXCANU	14	385081	342905	9643	0.0281214913751622
SEEDGWAS210	2531.05842306	20.3	-76.21666667	Central America	NA	ORIENTE	ALMACEN DE QUINONES CONTRAMAESTRE	102	284814	443172	19635	0.0443055969239934
SEEDGWAS2104	380.533396295	19.983868	-97.218548	Mexico	NA		TLAPACOYAC	332	336495	391491	12727	0.0325090487393069
SEEDGWAS2105	1017.27575883	14.609292	-91.421015	Central America	NA	SUCHITEPEQUEZ	EL JOBO CHOCOLA	754	311610	416376	17429	0.0418588006993679
SEEDGWAS2106	1115.66600551	20.00487	-89.812671	Mexico	NA	HOPELCHEN	BOLONCHENTICUL	143	363229	364757	12425	0.0340637739645846
SEEDGWAS2107	396.157147243	19.274552	-103.796358	Mexico	NA	VILLA DE ALVAREZ	CIUDAD DE VILLA DE ALVAREZ	467	330506	397480	14966	0.0376522089161719
SEEDGWAS2108	390.94522409	18.933399	-103.847703	Mexico	NA		TECOMAN	42	356532	371454	13482	0.0362952074819493
SEEDGWAS2109	915.710079615	15.627253	-92.027828	Mexico	NA	AMATENANGO DE LA FRONT	POTRERILLO (SUR DE NUEVO ZAPALUTA)	729	352402	375584	10186	0.0271204311152765
SEEDGWAS211	4177.64356602	12.030311	-61.748698	Central America	NA	CA. ST. GEORGES	BELMONT	71	330276	397710	14237	0.0357974403459807
SEEDGWAS2110	912.235888949	15.678832	-92.044173	Mexico	NA		SANTA ANA SUR DE POTRERILLO	724	414849	313137	7637	0.0243886861022492
SEEDGWAS2111	898.682127353	15.96666667	-92.08333333	Mexico	NA	ZAPOTAL	FINCA PALO GORDO	698	379237	348749	8367	0.0239914666421983
SEEDGWAS2113	446.817156841	21.951043	-99.015491	Mexico	NA	CIUDAD VALLES	SAN FELIPE	82	341623	386363	14131	0.0365744131813864
SEEDGWAS2114	422.887184033	20.480001	-97.097646	Mexico	NA		GUTIERREZ ZAMORA	22	370412	357574	9066	0.0253541924189119
SEEDGWAS2115	936.874645653	15.810862	-91.758868	Central America	NA	HUEHUETENANGO	TIERRAS BAJAS NENTON	895	385068	342918	10469	0.0305291644066512
SEEDGWAS2117	7510.74960497	-27.726783	-48.919942	South America	NA	SANTA CATARINA	QUECABA	361	269454	458532	15357	0.0334916647038811
SEEDGWAS2118	6664.62921841	-22.200732	-54.828953	South America	NA	MATO GROSSO	DOURADOS	447	419895	308091	9106	0.0295562025505451
SEEDGWAS2120	3660.66469752	9.411944	-67.465871	Central America	NA		LAS ROSAS	126	345411	382575	12080	0.031575508070313
SEEDGWAS2124	815.050960826	16.61666667	-92.71666667	Mexico	NA		EL SAPOTAL	650	349734	378252	13958	0.0369013250425642
SEEDGWAS213	4176.06542041	12.091625	-61.747948	Central America	NA	ST. GEORGES	BEAUSE JOUR	39	276954	451032	18829	0.0417464836197875
SEEDGWAS214	4095.74158839	16.274868	-61.642212	Central America	NA		LAMENTIN	25	371978	356008	10071	0.0282886901417946
SEEDGWAS2147	5004.23878205	-10.788263	-65.242936	South America	NA	RONDONIA	GUAJARA MIRIM	169	358918	369068	11927	0.0323165378737794
SEEDGWAS2148	5004.23878205	-10.788263	-65.242936	South America	NA	RONDONIA	GUAJARA MIRIM	169	288336	439650	17224	0.0391766177641306
SEEDGWAS215	4102.36097449	16.262387	-61.581424	Central America	NA		BAIE MAHAULT	21	378393	349593	11441	0.0327266278214953
SEEDGWAS2150	767.389573416	16.96	-93.1	Mexico	NA	CHICOASEN	CHICOASEN	271	310039	417947	17686	0.0423163702574728
SEEDGWAS2151	151.560175873	18.88333333	-99.06666667	Mexico	NA		YAHUTEPEC	1217	389172	338814	9222	0.0272184738529104
SEEDGWAS2152	395.446829448	19.66666667	-96.86666667	Mexico	NA		NAOLINCO	1593	488601	239385	3704	0.0154729828518913
SEEDGWAS2154	7632.65935747	-8.283333333	-35.96666667	South America	NA	PERNAMBUCO	CARUARU-SERROTE DOS BOIS	537	344901	383085	16090	0.0420011224662934
SEEDGWAS2155	5965.82465225	-21.9	-63.65	South America	NA	TARIJA	GRAN CHACO, PALMAR CHICO	663	329171	398815	14139	0.0354525281145393
SEEDGWAS2156	5975.16776776	-22.546278	-64.236121	South America	NA	TARIJA	ARCE, SAN TELMO	416	348766	379220	13205	0.0348214756605664
SEEDGWAS2158	7200.60090692	-13.58333333	-42.91666667	South America	NA	BAHIA	RIACHO SANTANA-FAZ. PAU BRANCO	650	325757	402229	13371	0.03324225751997
SEEDGWAS2159	7383.95647048	-7.983333333	-38.3	South America	NA	PERNAMBUCO	SERRA TALHADA-BARRA DE CABACA	420	305705	422281	18009	0.0426469578313966
SEEDGWAS216	2935.21302181	19.51	-72.35	Central America	NA	MARMELADE-ARTIBONITE	PRUDENCE	881	443489	284497	6521	0.0229211555833629
SEEDGWAS2160	7071.72627573	-13.408628	-44.172619	South America	NA	BAHIA	SANTA MARIA DA VICTORIA-SAO FRANCISCO	461	307698	420288	18064	0.0429800517740216
SEEDGWAS2161	7071.72627573	-13.408628	-44.172619	South America	NA	BAHIA	SANTA MARIA DA VICTORIA	461	328171	399815	15414	0.0385528306841914
SEEDGWAS2162	7453.80208487	-16.86666667	-42.06666667	South America	NA	MINAS GERAIS	ARACUAI	319	381660	346326	11591	0.0334684661272905
SEEDGWAS2163	7416.91644993	-6.666666667	-37.4	South America	NA	R. GRANDE NORTE	SERRA NEGRA DO NORTE-CURRAL QUEIMADO	186	266629	461357	22204	0.0481275888303418
SEEDGWAS2164	6037.00367923	-3.7	-49.73333333	South America	NA	PARA	TUCURUI	213	298622	429364	15904	0.0370408324871205
SEEDGWAS2165	7200.60090692	-13.58333333	-42.91666667	South America	NA	BAHIA	RIACHO SANTANA-FAZ. XIXA	650	337875	390111	15779	0.0404474623889098
SEEDGWAS2166	7575.71056963	-9.933333333	-37.26666667	South America	NA	SERGIPE	PORTO DA FOLHA-FAZ. PADRE CICERO	30	411857	316129	9652	0.0305318398501877
SEEDGWAS2167	7630.66449073	-17.135631	-40.327167	South America	NA	BAHIA	ITANHEM	219	336090	391896	15622	0.0398626166125707
SEEDGWAS2168	7011.75489878	-27.6	-55.31666667	South America	NA	MISIONES	LEANDRO N. ALEM	298	295163	432823	15957	0.0368672644475917
SEEDGWAS2169	6618.83504641	-26.93333333	-60.05	South America	NA	CHACO	LA MATANZA, 25 DE MAYO	87	304635	423351	16842	0.0397825917501081
SEEDGWAS2170	6636.37447422	-25.185831	-57.966463	South America	NA	FORMOSA	EL PARAISO, PILCOMAYO	72	481704	246282	5457	0.0221575267376422
SEEDGWAS2171	6472.61126513	-25	-60	South America	NA	FORMOSA	BROUCHARD, PATINO	112	433332	294654	9235	0.0313418450114371
SEEDGWAS2172	6602.18273865	-33.21666667	-68.88333333	South America	NA	MENDOZA	UGARTECHE, LUJAN DE CUYO	906	376210	351776	14873	0.0422797462021286
SEEDGWAS2173	355.334243955	19.08333333	-97.03333333	Mexico	NA		COSCOMATEPEC	1486	355959	372027	14179	0.0381128251444116
SEEDGWAS2174	963.989318646	24.618206	-106.393718	Mexico	NA	TAMAZULA	LA GARROCHA DELEGACION LOS REMEDIOS	448	307734	420252	19712	0.0469051902192018
SEEDGWAS2175	144.505571932	17.97833333	-101.605	Mexico	NA		VALLECITO	442	323174	404812	15945	0.0393886544865271
SEEDGWAS2177	675.46306482	24.08333333	-99.1	Mexico	NA	NUEVO PADILLA	EL BARRETAL	192	345294	382692	14722	0.038469578669008
SEEDGWAS2178	362.504159168	19.8	-97.3	Mexico	NA		JALACINGO	1928	372922	355064	13617	0.0383508325259671
SEEDGWAS2179	5566.36604827	-1.75	-53.5	South America	NA	PARA	PRAINHA	22	295762	432224	21296	0.0492707485007774
SEEDGWAS218	2789.22566667	18.286044	-73.800134	Central America	NA	PLAN-DES-CALLES	LA BORDE	83	331538	396448	12950	0.0326650657841634
SEEDGWAS2180	5566.36604827	-1.75	-53.5	South America	NA	PARA	PRAINHA	22	309784	418202	17564	0.0419988426645497
SEEDGWAS2181	751.643477351	16.458148	-93.370653	Mexico	NA	CINTALAPA	NUEVO TENOCHITLAN	625	312295	415691	16890	0.0406311418818305
SEEDGWAS2182	203.499279999	19.87	-99.75	Mexico	NA		TIMILPAN	2718	441391	286595	8403	0.0293201207278564
SEEDGWAS2184	53.2184240551	18.46666667	-100.5666667	Mexico	NA		CUTZAMALA DE PINZON	267	364443	363543	9355	0.0257328569110119
SEEDGWAS2185	344.978946077	18.850883	-97.067537	Mexico	NA		IXTACZOQUITLAN	1147	302625	425361	19029	0.0447361182618999
SEEDGWAS2186	6826.43109683	-24.93333333	-55.21666667	South America	NA	ALTO PARANA	ITAKYRY	279	331628	396358	11395	0.0287492620307903
SEEDGWAS2187	6737.98466838	-23.900264	-55.407662	South America	NA	CANENDIYU	YPE JHU	420	393048	334938	12742	0.0380428616639497
SEEDGWAS219	2789.22566667	18.286044	-73.800134	Central America	NA	PLAN-DES-CALLES	LABORDE	83	308162	419824	17187	0.0409385837874919
SEEDGWAS2192	4639.92850674	2.807101	-60.575732	South America	NA	RORAIMA	BOA VISTA	78	346130	381856	12386	0.0324363110701416
SEEDGWAS2193	6947.22022667	-27.402597	-55.993256	South America	NA	MISIONES	OBERA, PICADA SAN MARTIN	113	303889	424097	18586	0.0438248796855436
SEEDGWAS2194	6061.14890714	-25.228503	-66.201176	South America	NA	SALTA	VALLECITO	2209	395066	332920	11984	0.0359966358284272
SEEDGWAS2195	6329.85452831	-28.4	-66.21666667	South America	NA	CATAMARCA	POMAN	1144	384746	343240	12872	0.0375014567066775
SEEDGWAS2196	6508.33072355	-30.5	-66.26666667	South America	NA	LA RIOJA	BELLVISTA, GDOR. GORDILLO	510	369687	358299	15314	0.0427408393548405
SEEDGWAS2197	6644.99344769	-33.78333333	-69.05	South America	NA	MENDOZA	SAN CARLOS, EUGENIO BUSTOS	963	328033	399953	17570	0.0439301617940108
SEEDGWAS2198	6512.23386537	-30.847071	-66.712883	South America	NA	LA RIOJA	GRAL. JUAN FACUNDO QUIROGA, POTRERO	787	325558	402428	16758	0.0416422316538611
SEEDGWAS2199	312.978459299	20.15	-98.2	Mexico	NA		ACAXOCHITLAN	2220	398076	329910	12714	0.0385377830317359
SEEDGWAS220	3154.49214831	19.266144	-70.266152	Central America	NA	DUARTE	CARRETERA SAN FRANCISCO DE MACORIS	86	339967	388019	14840	0.0382455498313227
SEEDGWAS2200	344.978946077	18.850883	-97.067537	Mexico	NA		IXTACZOQUITLAN	1147	345269	382717	10431	0.0272551258501713
SEEDGWAS2202	115.119988329	18.71666667	-99.36666667	Mexico	NA		MAZATEPEC	952	394856	333130	11624	0.0348932849037913
SEEDGWAS2204	6801.34085058	-25.68604	-56.258638	South America	NA	GUAIRA	INDEPENDENCIA, YROISA 9oL.	173	337350	390636	14387	0.0368296828761302
SEEDGWAS2206	6888.29780842	-26.826938	-56.215775	South America	NA	ITAPUA	SAN PEDRO DEL PARANA, GUAZU YGUA	124	379397	348589	11145	0.0319717489651136
SEEDGWAS2207	6833.37553583	-26.796219	-56.928119	South America	NA	MISIONES	SANTA MARIA, CURUPAYTY	156	280813	447173	19015	0.0425226925597028
SEEDGWAS2208	6847.75701329	-26.9043	-56.842067	South America	NA	MISIONES	SANTA ROSA, YCUA SATI	178	378450	349536	12233	0.0349978256889133
SEEDGWAS2210	6764.76085069	-25.754605	-56.812369	South America	NA	PARAGUARI	YBYTYMI, POTRERO GARAY	164	357411	370575	12613	0.0340362949470418
SEEDGWAS2211	6786.14162826	-24.065822	-54.941988	South America	NA	CANENDIYU	CORPUS CRISTI, SANTA LIBRADA	407	341142	386844	13242	0.0342308527468437
SEEDGWAS2214	4752.04200229	-10.150584	-67.721113	South America	NA	ACRE	SENADOR GUIOMAR	211	415532	312454	6737	0.0215615738636727
SEEDGWAS2215	7630.66449073	-17.135631	-40.327167	South America	NA	BAHIA	ITANHEM	219	225287	502699	28765	0.0572211203921233
SEEDGWAS2216	7715.47607187	-17.6	-39.68	South America	NA	BAHIA	TEIXEIRA DE FREITAS	97	257911	470075	25808	0.0549018773599957
SEEDGWAS2217	7071.72627573	-13.408628	-44.172619	South America	NA	BAHIA	SANTA MARIA DA VITORIA-ALDEIA	461	342074	385912	15949	0.0413280747942536
SEEDGWAS2218	7071.72627573	-13.408628	-44.172619	South America	NA	BAHIA	SANTA MARIA DA VITORIA	461	323694	404292	17360	0.0429392617217259
SEEDGWAS2219	7071.72627573	-13.408628	-44.172619	South America	NA	BAHIA	SANTA MARIA DA VITORIA	461	309346	418640	18179	0.0434239442002675
SEEDGWAS222	3088.90994896	19.743912	-70.874286	Central America	NA	PUERTO PLATA	IMBERT LOTE CABIA	177	382814	345172	12060	0.0349391028240993
SEEDGWAS2220	7018.67845421	-13.38333333	-44.71666667	South America	NA	BAHIA	CORRENTINA	714	311868	416118	18304	0.0439875227699835
SEEDGWAS2221	7252.22429533	-13.75	-42.46666667	South America	NA	BAHIA	CORIBE	675	273867	454119	22429	0.0493901378273096
SEEDGWAS2222	7281.30029666	-5.133333333	-38.08333333	South America	NA	CEARA	LIMOEIRO DO NORTE-KM 60-CHAPADA DO APODI	31	423552	304434	9797	0.0321810310280718
SEEDGWAS2223	7429.567194	-16.61666667	-42.18333333	South America	NA	MINAS GERAIS	CORONEL MURTA-ROCINHA	297	323388	404598	14588	0.0360555415498841
SEEDGWAS2224	7453.80208487	-16.86666667	-42.06666667	South America	NA	MINAS GERAIS	ARACUAI-LAGOA DO CURUTO	319	263147	464839	21992	0.047311004455306
SEEDGWAS2225	7453.80208487	-16.86666667	-42.06666667	South America	NA	MINAS GERAIS	ARCUAI-LAGOA DO CURUTO	319	458816	269170	7635	0.0283649738083739
SEEDGWAS2226	7453.80208487	-16.86666667	-42.06666667	South America	NA	MINAS GERAIS	ARACUAI-BARRA DO CORREGO NARCISO	319	289458	438528	21795	0.0497003612084063
SEEDGWAS2227	7453.80208487	-16.86666667	-42.06666667	South America	NA	MINAS GERAIS	ARACUAI	319	374364	353622	13634	0.0385552935054946
SEEDGWAS2228	7490.85681915	-16.56666667	-41.5	South America	NA	MINAS GERAIS	ITAOBIM	244	321263	406723	17090	0.0420187695311059
SEEDGWAS2229	7546.04579124	-16.18333333	-40.7	South America	NA	MINAS GERAIS	ALMENARA-TRES BARRAS-DIVISOPOLIS	189	321179	406807	12585	0.0309360458399192
SEEDGWAS223	3118.10353556	19.423437	-70.606485	Central America	NA	SANTIAGO	LICEY PENA OESTE DE MOCA	186	331919	396067	15462	0.0390388494875867
SEEDGWAS2231	6708.48530226	-23.08333333	-55.05	South America	NA	MATO GROSSO DO SUL	AMAMBAI-CABECEIRA MOROTI	427	290936	437050	19793	0.0452877245166457
SEEDGWAS2232	6695.27779691	-23.08333333	-55.21666667	South America	NA	MATO GROSSO DO SUL	AMAMBAI-ESTRADA DE CARAPO	471	375549	352437	13710	0.0389005694634786
SEEDGWAS2233	6695.27779691	-23.08333333	-55.21666667	South America	NA	MATO GROSSO DO SUL	AMAMBAI-MOROTI	471	273091	454895	18069	0.0397212543554007
SEEDGWAS2234	6524.23243677	-22.141975	-56.536975	South America	NA	MATO GROSSO DO SUL	BELA VISTA	176	266330	461656	23735	0.0514127402221568
SEEDGWAS2235	6389.65465658	-21.681173	-57.825722	South America	NA	MATO GROSSO DO SUL	PORTO MURTINHO	83	321683	406303	17296	0.0425692155854129
SEEDGWAS2236	6389.65465658	-21.681173	-57.825722	South America	NA	MATO GROSSO DO SUL	PORTO MURTINHO	83	344232	383754	15524	0.0404529985355202
SEEDGWAS2237	6660.86679586	-21.8	-54.53333333	South America	NA	MATO GROSSO DO SUL	RIO BRILHANTE	311	331817	396169	16404	0.0414065714379469
SEEDGWAS2238	6848.34009997	-24.08333333	-54.16666667	South America	NA	PARANA	GUAIRA-KM9-FAIXINHA	281	304860	423126	19421	0.0458988575507059
SEEDGWAS2239	6848.34009997	-24.08333333	-54.16666667	South America	NA	PARANA	GUAIRA-SANTA LUZIA	281	388468	339518	11344	0.0334120724085321
SEEDGWAS2240	6834.66484202	-23.40941	-53.750532	South America	NA	PARANA	PORTO CAMARGO	308	419198	308788	9973	0.0322972395300336
SEEDGWAS2241	6663.83003228	-24.460407	-56.891055	South America	NA	SAN PEDRO	GRAL. ELIZARDO AQUINO, BARRIO NINO JESUS	112	271350	456636	17930	0.0392654105239184
SEEDGWAS2244	413.172320237	21.5667	-98.8167	Mexico	NA		TAMPAMOLON CORONA	104	373568	354418	12467	0.0351759786466827
SEEDGWAS2250	534.8532868	22.83333333	-99.31666667	Mexico	NA		OCAMPO	335	316059	411927	17464	0.0423958614026272
SEEDGWAS2251	7361.18335806	-37.46666667	-61.91666667	South America	NA	BUENOS AIRES	CORONEL SUAREZ	238	233987	493999	28338	0.0573644885920822
SEEDGWAS2252	7397.37593751	-38.1	-62.23333333	South America	NA	BUENOS AIRES	TORNQUINST, NUEVA ROMA	282	329732	398254	17852	0.0448256640234624
SEEDGWAS2253	6560.9578186	-27.21666667	-61.2	South America	NA	CHACO	CHARATA, CHACABUCO	98	322556	405430	13979	0.0344794415805441
SEEDGWAS2254	6560.9578186	-27.21666667	-61.2	South America	NA	CHACO	PINEDO, 12 DE OCTUBRE	98	380532	347454	11810	0.0339901109211579
SEEDGWAS2255	6590.91386578	-25.721253	-59.133231	South America	NA	FORMOSA	EL OLVIDO, PIRANE	85	300021	427965	18145	0.0423983269659902
SEEDGWAS2256	400.261908292	19.73333333	-96.85	Mexico	NA		LANDERO Y COSS	1979	343708	384278	16371	0.0426019704484774
SEEDGWAS2257	147.852207322	17.665097	-101.564868	Mexico	NA		ZIHUATANEJO	150	344676	383310	14295	0.0372935743914847
SEEDGWAS2258	1255.48009315	26.419644	-108.51344	Mexico	NA	EL FUERTE	CAPOMOS	151	327987	399999	17970	0.0449251123127808
SEEDGWAS2259	470.602051695	17.83333333	-95.8	Mexico	NA		PLAYA VICENTE	46	334895	393091	17561	0.044674133979155
SEEDGWAS2260	598.331240919	21.250533	-104.880645	Mexico	NA	COMPOSTELA	COMPOSTELA	883	446256	281730	8491	0.0301387853618713
SEEDGWAS2261	598.331240919	21.250533	-104.880645	Mexico	NA	COMPOSTELA	COMPOSTELA	883	397154	330832	12225	0.0369522899840402
SEEDGWAS2262	6956.39557659	-27.33333333	-55.8	South America	NA	MISIONES	COL. TARAUCO	112	340987	386999	14638	0.0378243871431192
SEEDGWAS2263	6544.50600194	-26.58333333	-60.71666667	South America	NA	CHACO	TRES ISLETAS	106	353922	374064	14969	0.0400172163052312
SEEDGWAS2264	6584.4205848	-31.45052	-66.382503	South America	NA	LA RIOJA	LA JARILLA	591	334342	393644	16417	0.0417051955574072
SEEDGWAS2265	6512.23386537	-30.847071	-66.712883	South America	NA	LA RIOJA	GRAL. JUAN FACUNDO QUIROGA, POTRERO	787	368075	359911	12466	0.0346363406508831
SEEDGWAS2266	6495.49246442	-30.377406	-66.303177	South America	NA	LA RIOJA	CHAMICAL	477	329750	398236	16072	0.0403579786860053
SEEDGWAS2267	6717.69033013	-31.635529	-64.410852	South America	NA	CORDOBA	ALTA GRACIA	565	262064	465922	23503	0.0504440657449101
SEEDGWAS2268	6717.69033013	-31.635529	-64.410852	South America	NA	CORDOBA	ALTA GRACIA	565	271640	456346	21170	0.0463902389853313
SEEDGWAS2269	6644.82845157	-33.77	-69.03	South America	NA	MENDOZA	CHANCAY, SAN CARLOS	953	337081	390905	16178	0.041386014504803
SEEDGWAS227	4322.4976607	11.254642	-60.579083	Central America	NA		ROXBOROUGH	16	463885	264101	6661	0.0252214115054468
SEEDGWAS2270	6722.03490454	-33.16666667	-66.61666667	South America	NA	SAN LUIS	BELGRANO, BARRANCAS COLORADAS (EL MILAGRO)	541	346190	381796	13484	0.0353172898616015
SEEDGWAS2271	6713.43774566	-32.95	-66.43	South America	NA	SAN LUIS	NOGOLI	682	391160	336826	14038	0.0416773051961547
SEEDGWAS2272	7563.94694427	-15.76	-40.28	South America	NA	BAHIA	MAIQUINIQUE	259	279751	448235	21796	0.0486262786261671
SEEDGWAS2273	6687.55674612	-26.145978	-58.25059	South America	NA	FORMOSA	PILAGAS, MISION VIEJA TACAAGLE	66	322430	405556	16959	0.0418166665022833
SEEDGWAS2274	6634.61742137	-25.398244	-58.204427	South America	NA	FORMOSA	PILCOMAYO, FRONTERA	75	313841	414145	17304	0.0417824674932693
SEEDGWAS2275	4639.92850674	2.807101	-60.575732	South America	NA	RORAIMA	BOA VISTA	78	386103	341883	10208	0.0298581678527449
SEEDGWAS2276	4629.94262676	1.83	-61.13	South America	NA	RORAIMA	CARACARAI	51	331375	396611	15830	0.0399131642843996
SEEDGWAS228	4246.11362938	10.7	-61.46	Central America	NA	SANTA CRUZ	CANTARO VILLAGE HOLOLO	71	422696	305290	8551	0.0280094336532477
SEEDGWAS229	4271.92687496	10.595396	-61.24446	Central America	NA	CARONI	GUANAPO	29	502019	225967	5252	0.0232423318449154
SEEDGWAS230	4265.16273701	10.28333333	-61.4	Central America	NA	VICTORIA	PRINCES TOWN	43	470305	257681	6427	0.0249416914712377
SEEDGWAS2311	300.848653967	19.98333333	-102.3	Mexico	NA		ZAMORA	1568	307851	420135	17771	0.0422983088769086
SEEDGWAS2312	316.739676638	18.761556	-103.165492	Mexico	NA	COALCOMAN	LA HUISACHERA	1014	305229	422757	18745	0.044339892657011
SEEDGWAS2313	300.848653967	19.98333333	-102.3	Mexico	NA		ZAMORA	1568	364191	363795	15033	0.0413227229621078
SEEDGWAS2314	317.949353282	18.332954	-97.241203	Mexico	NA	ZINACATEPEC	SAN SEBASTIAN	1137	357795	370191	13159	0.0355465151773004
SEEDGWAS2317	277.854172116	20.5	-100.983333	Mexico	NA	CORTAZAR	RANCHO DEL PINTOR	1735	297926	430060	21486	0.0499604706320048
SEEDGWAS2322	481.577093295	20.507845	-104.060951	Mexico	NA	AMECA	LA CALERA	1298	416300	311686	9408	0.030184223866327
SEEDGWAS2323	403.069627942	19.88333333	-103.5833333	Mexico	NA		SAYULA	1364	335785	392201	15846	0.040402752670187
SEEDGWAS2327	1115.49112544	27.008378	-105.259161	Mexico	NA	VALLE DE ALLENDE	SAN FRANCISCO DE ALMOLOLLA	1524	411672	316314	10059	0.0318006790720613
SEEDGWAS233	6741.09332473	-25.47702	-56.855206	South America	NA	PARAGUARI	ITACURUBY	177	474829	253157	5013	0.0198019410879415
SEEDGWAS2331	331.530382109	21.054943	-99.813582	Mexico	NA		PENAMILLER	1330	342219	385767	15103	0.0391505753472951
SEEDGWAS2333	399.056541484	20.816667	-102.733333	Mexico	NA		TEPATITLAN	1820	340522	387464	14598	0.0376757582639936
SEEDGWAS2334	375.859534805	19.41666667	-103.5333333	Mexico	NA		TONILA	1226	346656	381330	12942	0.0339391078593344
SEEDGWAS2335	439.635361564	20.509937	-103.567399	Mexico	NA	TEPETATES	SOLEDAD DE LA CRUZ VIEJA	1508	396367	331619	10329	0.0311471899981605
SEEDGWAS2336	394.931484409	20.321879	-103.180173	Mexico	NA		CHAPALA	1606	307374	420612	12168	0.0289292744857493
SEEDGWAS2337	402.983299274	20.01666667	-103.5	Mexico	NA		ATOYAC	1359	363932	364054	13703	0.0376400204365286
SEEDGWAS2339	409.678353989	21.7722222	-99.9072222	Mexico	NA	RIO VERDE	SAN JOSE DEL TAPANCO	903	458983	269003	6603	0.0245461946521043
SEEDGWAS234	7337.67320612	-22.45	-46.93333333	South America	NA	SAO PAULO	MOGI MIRIM	626	335927	392059	14491	0.0369612736858483
